camera_id,timestamp_vn,motorbike,car,truck,bus,total,file
cam4,2026-01-07 14:16:20,62,12,3,1,78,data/cam4/cam4_20260107_071620.jpg
cam5,2026-01-07 14:16:21,17,29,0,0,46,data/cam5/cam5_20260107_071621.jpg
cam6,2026-01-07 14:16:22,33,8,6,4,51,data/cam6/cam6_20260107_071622.jpg
cam7,2026-01-07 14:16:23,22,5,3,1,31,data/cam7/cam7_20260107_071623.jpg
cam8,2026-01-07 14:16:24,36,13,4,1,54,data/cam8/cam8_20260107_071624.jpg
cam1,2026-01-07 14:17:24,24,20,5,1,50,data/cam1/cam1_20260107_071724.jpg
cam2,2026-01-07 14:17:26,18,11,2,0,31,data/cam2/cam2_20260107_071726.jpg
cam3,2026-01-07 14:17:27,27,4,3,0,34,data/cam3/cam3_20260107_071727.jpg
cam4,2026-01-07 14:17:28,30,7,1,1,39,data/cam4/cam4_20260107_071728.jpg
cam5,2026-01-07 14:17:28,30,18,8,3,59,data/cam5/cam5_20260107_071728.jpg
cam6,2026-01-07 14:17:29,37,5,3,1,46,data/cam6/cam6_20260107_071729.jpg
cam7,2026-01-07 14:17:30,19,2,3,0,24,data/cam7/cam7_20260107_071730.jpg
cam8,2026-01-07 14:17:30,44,21,6,0,71,data/cam8/cam8_20260107_071730.jpg
cam1,2026-01-07 14:21:17,54,19,3,2,78,data/cam1/cam1_20260107_072117.jpg
cam2,2026-01-07 14:21:19,25,9,0,1,35,data/cam2/cam2_20260107_072119.jpg
cam3,2026-01-07 14:21:20,24,8,3,0,35,data/cam3/cam3_20260107_072120.jpg
cam4,2026-01-07 14:21:20,41,12,0,1,54,data/cam4/cam4_20260107_072120.jpg
cam5,2026-01-07 14:21:21,13,17,6,0,36,data/cam5/cam5_20260107_072121.jpg
cam6,2026-01-07 14:21:23,44,10,3,0,57,data/cam6/cam6_20260107_072123.jpg
cam7,2026-01-07 14:21:23,50,10,3,1,64,data/cam7/cam7_20260107_072123.jpg
cam8,2026-01-07 14:21:24,17,19,2,0,38,data/cam8/cam8_20260107_072124.jpg
cam1,2026-01-07 14:22:24,66,28,2,4,100,data/cam1/cam1_20260107_072224.jpg
cam2,2026-01-07 14:22:26,19,10,0,0,29,data/cam2/cam2_20260107_072226.jpg
cam3,2026-01-07 14:22:27,15,2,0,0,17,data/cam3/cam3_20260107_072227.jpg
cam4,2026-01-07 14:22:27,38,7,3,0,48,data/cam4/cam4_20260107_072227.jpg
cam5,2026-01-07 14:22:28,11,31,4,1,47,data/cam5/cam5_20260107_072228.jpg
cam6,2026-01-07 14:22:29,35,9,4,0,48,data/cam6/cam6_20260107_072229.jpg
cam7,2026-01-07 14:22:30,57,6,3,1,67,data/cam7/cam7_20260107_072230.jpg
cam8,2026-01-07 14:22:31,25,19,3,0,47,data/cam8/cam8_20260107_072231.jpg
cam1,2026-01-07 14:26:17,34,23,0,0,57,data/cam1/cam1_20260107_072617.jpg
cam2,2026-01-07 14:26:18,21,12,1,0,34,data/cam2/cam2_20260107_072618.jpg
cam3,2026-01-07 14:26:19,13,5,1,1,20,data/cam3/cam3_20260107_072619.jpg
cam4,2026-01-07 14:26:20,38,8,3,0,49,data/cam4/cam4_20260107_072620.jpg
cam5,2026-01-07 14:26:21,23,25,5,3,56,data/cam5/cam5_20260107_072621.jpg
cam6,2026-01-07 14:26:22,37,10,1,0,48,data/cam6/cam6_20260107_072622.jpg
cam7,2026-01-07 14:26:23,30,7,2,0,39,data/cam7/cam7_20260107_072623.jpg
cam8,2026-01-07 14:26:24,40,18,3,2,63,data/cam8/cam8_20260107_072624.jpg
cam1,2026-01-07 14:27:24,39,13,1,2,55,data/cam1/cam1_20260107_072724.jpg
cam2,2026-01-07 14:27:26,26,9,0,0,35,data/cam2/cam2_20260107_072726.jpg
cam3,2026-01-07 14:27:27,19,9,1,0,29,data/cam3/cam3_20260107_072727.jpg
cam4,2026-01-07 14:27:28,34,8,2,0,44,data/cam4/cam4_20260107_072728.jpg
cam5,2026-01-07 14:27:29,19,21,3,0,43,data/cam5/cam5_20260107_072729.jpg
cam6,2026-01-07 14:27:29,36,6,1,0,43,data/cam6/cam6_20260107_072729.jpg
cam7,2026-01-07 14:27:30,14,8,3,2,27,data/cam7/cam7_20260107_072730.jpg
cam8,2026-01-07 14:27:31,32,12,4,1,49,data/cam8/cam8_20260107_072731.jpg
cam1,2026-01-07 14:31:17,39,20,3,0,62,data/cam1/cam1_20260107_073117.jpg
cam2,2026-01-07 14:31:19,27,5,0,0,32,data/cam2/cam2_20260107_073119.jpg
cam3,2026-01-07 14:31:20,23,14,2,1,40,data/cam3/cam3_20260107_073120.jpg
cam4,2026-01-07 14:31:21,41,16,3,1,61,data/cam4/cam4_20260107_073121.jpg
cam5,2026-01-07 14:31:21,29,29,5,2,65,data/cam5/cam5_20260107_073121.jpg
cam6,2026-01-07 14:31:22,65,9,0,0,74,data/cam6/cam6_20260107_073122.jpg
cam7,2026-01-07 14:31:23,37,6,1,2,46,data/cam7/cam7_20260107_073123.jpg
cam8,2026-01-07 14:31:24,34,13,0,0,47,data/cam8/cam8_20260107_073124.jpg
cam1,2026-01-07 14:32:24,23,20,2,0,45,data/cam1/cam1_20260107_073224.jpg
cam2,2026-01-07 14:32:26,32,3,0,0,35,data/cam2/cam2_20260107_073226.jpg
cam3,2026-01-07 14:32:27,20,10,5,0,35,data/cam3/cam3_20260107_073227.jpg
cam4,2026-01-07 14:32:28,32,12,2,0,46,data/cam4/cam4_20260107_073228.jpg
cam5,2026-01-07 14:32:28,36,15,2,1,54,data/cam5/cam5_20260107_073228.jpg
cam6,2026-01-07 14:32:29,38,5,3,0,46,data/cam6/cam6_20260107_073229.jpg
cam7,2026-01-07 14:32:30,27,7,0,1,35,data/cam7/cam7_20260107_073230.jpg
cam8,2026-01-07 14:32:30,37,17,3,2,59,data/cam8/cam8_20260107_073230.jpg
cam1,2026-01-07 14:36:17,41,14,2,1,58,data/cam1/cam1_20260107_073617.jpg
cam2,2026-01-07 14:36:18,30,6,0,0,36,data/cam2/cam2_20260107_073618.jpg
cam3,2026-01-07 14:36:19,26,9,3,0,38,data/cam3/cam3_20260107_073619.jpg
cam4,2026-01-07 14:36:20,43,13,1,1,58,data/cam4/cam4_20260107_073620.jpg
cam5,2026-01-07 14:36:21,20,20,3,0,43,data/cam5/cam5_20260107_073621.jpg
cam6,2026-01-07 14:36:22,38,9,4,1,52,data/cam6/cam6_20260107_073622.jpg
cam7,2026-01-07 14:36:23,35,14,4,1,54,data/cam7/cam7_20260107_073623.jpg
cam8,2026-01-07 14:36:24,33,19,2,1,55,data/cam8/cam8_20260107_073624.jpg
cam1,2026-01-07 14:41:17,25,15,3,0,43,data/cam1/cam1_20260107_074117.jpg
cam2,2026-01-07 14:41:18,26,6,0,1,33,data/cam2/cam2_20260107_074118.jpg
cam3,2026-01-07 14:41:19,16,3,4,1,24,data/cam3/cam3_20260107_074119.jpg
cam4,2026-01-07 14:41:20,52,5,1,0,58,data/cam4/cam4_20260107_074120.jpg
cam5,2026-01-07 14:41:20,7,30,1,2,40,data/cam5/cam5_20260107_074120.jpg
cam6,2026-01-07 14:41:21,29,14,3,1,47,data/cam6/cam6_20260107_074121.jpg
cam7,2026-01-07 14:41:22,32,8,6,1,47,data/cam7/cam7_20260107_074122.jpg
cam8,2026-01-07 14:41:23,23,11,3,3,40,data/cam8/cam8_20260107_074123.jpg
cam1,2026-01-07 14:46:17,22,19,1,3,45,data/cam1/cam1_20260107_074617.jpg
cam2,2026-01-07 14:46:18,17,7,0,0,24,data/cam2/cam2_20260107_074618.jpg
cam3,2026-01-07 14:46:19,13,7,2,0,22,data/cam3/cam3_20260107_074619.jpg
cam4,2026-01-07 14:46:20,40,15,6,0,61,data/cam4/cam4_20260107_074620.jpg
cam5,2026-01-07 14:46:21,30,18,4,1,53,data/cam5/cam5_20260107_074621.jpg
cam6,2026-01-07 14:46:22,25,7,0,1,33,data/cam6/cam6_20260107_074622.jpg
cam7,2026-01-07 14:46:24,34,9,1,0,44,data/cam7/cam7_20260107_074624.jpg
cam8,2026-01-07 14:46:25,26,13,1,0,40,data/cam8/cam8_20260107_074625.jpg
cam1,2026-01-07 14:51:17,26,11,3,2,42,data/cam1/cam1_20260107_075117.jpg
cam2,2026-01-07 14:51:18,14,6,1,0,21,data/cam2/cam2_20260107_075118.jpg
cam3,2026-01-07 14:51:19,25,4,2,0,31,data/cam3/cam3_20260107_075119.jpg
cam4,2026-01-07 14:51:20,38,19,2,0,59,data/cam4/cam4_20260107_075120.jpg
cam5,2026-01-07 14:51:20,20,32,6,3,61,data/cam5/cam5_20260107_075120.jpg
cam6,2026-01-07 14:51:21,58,7,3,1,69,data/cam6/cam6_20260107_075121.jpg
cam7,2026-01-07 14:51:22,64,8,2,0,74,data/cam7/cam7_20260107_075122.jpg
cam8,2026-01-07 14:51:24,28,12,6,2,48,data/cam8/cam8_20260107_075124.jpg
cam1,2026-01-07 14:56:17,43,21,4,1,69,data/cam1/cam1_20260107_075617.jpg
cam2,2026-01-07 14:56:18,19,12,0,3,34,data/cam2/cam2_20260107_075618.jpg
cam3,2026-01-07 14:56:19,25,7,3,0,35,data/cam3/cam3_20260107_075619.jpg
cam4,2026-01-07 14:56:20,49,10,2,0,61,data/cam4/cam4_20260107_075620.jpg
cam5,2026-01-07 14:56:20,23,27,0,0,50,data/cam5/cam5_20260107_075620.jpg
cam6,2026-01-07 14:56:22,40,5,4,0,49,data/cam6/cam6_20260107_075622.jpg
cam7,2026-01-07 14:56:22,35,6,3,0,44,data/cam7/cam7_20260107_075622.jpg
cam8,2026-01-07 14:56:23,28,18,4,1,51,data/cam8/cam8_20260107_075623.jpg
cam1,2026-01-07 15:01:17,23,17,0,0,40,data/cam1/cam1_20260107_080117.jpg
cam2,2026-01-07 15:01:18,20,16,1,0,37,data/cam2/cam2_20260107_080118.jpg
cam3,2026-01-07 15:01:19,27,12,3,1,43,data/cam3/cam3_20260107_080119.jpg
cam4,2026-01-07 15:01:19,43,17,2,1,63,data/cam4/cam4_20260107_080119.jpg
cam5,2026-01-07 15:01:20,19,24,4,0,47,data/cam5/cam5_20260107_080120.jpg
cam6,2026-01-07 15:01:21,59,4,1,1,65,data/cam6/cam6_20260107_080121.jpg
cam7,2026-01-07 15:01:22,18,3,2,0,23,data/cam7/cam7_20260107_080122.jpg
cam8,2026-01-07 15:01:23,34,12,0,1,47,data/cam8/cam8_20260107_080123.jpg
cam1,2026-01-07 15:06:17,36,24,2,2,64,data/cam1/cam1_20260107_080617.jpg
cam2,2026-01-07 15:06:18,30,8,0,0,38,data/cam2/cam2_20260107_080618.jpg
cam3,2026-01-07 15:06:19,23,7,1,1,32,data/cam3/cam3_20260107_080619.jpg
cam4,2026-01-07 15:06:20,35,18,1,0,54,data/cam4/cam4_20260107_080620.jpg
cam5,2026-01-07 15:06:21,12,25,2,1,40,data/cam5/cam5_20260107_080621.jpg
cam6,2026-01-07 15:06:21,64,6,0,0,70,data/cam6/cam6_20260107_080621.jpg
cam7,2026-01-07 15:06:22,17,3,1,0,21,data/cam7/cam7_20260107_080622.jpg
cam8,2026-01-07 15:06:23,37,12,3,2,54,data/cam8/cam8_20260107_080623.jpg
cam1,2026-01-07 15:11:17,23,21,1,3,48,data/cam1/cam1_20260107_081117.jpg
cam2,2026-01-07 15:11:18,39,7,0,1,47,data/cam2/cam2_20260107_081118.jpg
cam3,2026-01-07 15:11:19,34,5,2,0,41,data/cam3/cam3_20260107_081119.jpg
cam4,2026-01-07 15:11:19,51,8,1,0,60,data/cam4/cam4_20260107_081119.jpg
cam5,2026-01-07 15:11:20,24,22,5,2,53,data/cam5/cam5_20260107_081120.jpg
cam6,2026-01-07 15:11:21,63,3,2,0,68,data/cam6/cam6_20260107_081121.jpg
cam7,2026-01-07 15:11:22,47,9,6,1,63,data/cam7/cam7_20260107_081122.jpg
cam8,2026-01-07 15:11:23,23,25,0,1,49,data/cam8/cam8_20260107_081123.jpg
cam1,2026-01-07 15:16:17,37,27,0,1,65,data/cam1/cam1_20260107_081617.jpg
cam2,2026-01-07 15:16:18,44,7,2,0,53,data/cam2/cam2_20260107_081618.jpg
cam3,2026-01-07 15:16:19,24,8,2,1,35,data/cam3/cam3_20260107_081619.jpg
cam4,2026-01-07 15:16:20,61,14,0,1,76,data/cam4/cam4_20260107_081620.jpg
cam5,2026-01-07 15:16:20,28,28,5,3,64,data/cam5/cam5_20260107_081620.jpg
cam6,2026-01-07 15:16:21,36,7,4,1,48,data/cam6/cam6_20260107_081621.jpg
cam7,2026-01-07 15:16:22,25,12,8,1,46,data/cam7/cam7_20260107_081622.jpg
cam8,2026-01-07 15:16:23,31,14,3,1,49,data/cam8/cam8_20260107_081623.jpg
cam1,2026-01-07 15:21:17,38,17,1,1,57,data/cam1/cam1_20260107_082117.jpg
cam2,2026-01-07 15:21:18,21,6,0,0,27,data/cam2/cam2_20260107_082118.jpg
cam3,2026-01-07 15:21:19,34,5,3,2,44,data/cam3/cam3_20260107_082119.jpg
cam4,2026-01-07 15:21:20,36,8,2,0,46,data/cam4/cam4_20260107_082120.jpg
cam5,2026-01-07 15:21:20,20,32,3,2,57,data/cam5/cam5_20260107_082120.jpg
cam6,2026-01-07 15:21:22,49,10,1,1,61,data/cam6/cam6_20260107_082122.jpg
cam7,2026-01-07 15:21:23,31,15,6,5,57,data/cam7/cam7_20260107_082123.jpg
cam8,2026-01-07 15:21:24,33,20,1,2,56,data/cam8/cam8_20260107_082124.jpg
cam1,2026-01-07 15:26:17,21,19,0,2,42,data/cam1/cam1_20260107_082617.jpg
cam2,2026-01-07 15:26:26,18,4,0,0,22,data/cam2/cam2_20260107_082626.jpg
cam3,2026-01-07 15:26:27,25,5,1,0,31,data/cam3/cam3_20260107_082627.jpg
cam4,2026-01-07 15:26:28,60,15,0,1,76,data/cam4/cam4_20260107_082628.jpg
cam5,2026-01-07 15:26:28,13,33,0,2,48,data/cam5/cam5_20260107_082628.jpg
cam6,2026-01-07 15:26:29,46,9,0,0,55,data/cam6/cam6_20260107_082629.jpg
cam7,2026-01-07 15:26:30,28,10,6,1,45,data/cam7/cam7_20260107_082630.jpg
cam8,2026-01-07 15:26:31,19,15,0,4,38,data/cam8/cam8_20260107_082631.jpg
cam1,2026-01-07 16:39:27,40,29,0,1,70,data/cam1/cam1_20260107_093927.jpg
cam2,2026-01-07 16:39:31,35,5,0,0,40,data/cam2/cam2_20260107_093931.jpg
cam3,2026-01-07 16:39:33,42,8,1,1,52,data/cam3/cam3_20260107_093933.jpg
cam4,2026-01-07 16:39:38,31,5,0,0,36,data/cam4/cam4_20260107_093938.jpg
cam5,2026-01-07 16:39:40,30,33,1,2,66,data/cam5/cam5_20260107_093940.jpg
cam6,2026-01-07 16:39:42,50,12,0,2,64,data/cam6/cam6_20260107_093942.jpg
cam7,2026-01-07 16:39:46,45,11,1,2,59,data/cam7/cam7_20260107_093946.jpg
cam8,2026-01-07 16:39:50,39,18,0,1,58,data/cam8/cam8_20260107_093950.jpg
cam2,2026-01-07 16:44:40,22,8,0,1,31,data/cam2/cam2_20260107_094440.jpg
cam3,2026-01-07 16:44:46,34,6,2,0,42,data/cam3/cam3_20260107_094446.jpg
cam4,2026-01-07 16:44:50,57,15,0,1,73,data/cam4/cam4_20260107_094450.jpg
cam5,2026-01-07 16:44:52,27,32,1,1,61,data/cam5/cam5_20260107_094452.jpg
cam6,2026-01-07 16:44:53,76,7,1,0,84,data/cam6/cam6_20260107_094453.jpg
cam7,2026-01-07 16:44:54,30,12,1,1,44,data/cam7/cam7_20260107_094454.jpg
cam8,2026-01-07 16:44:55,30,19,1,1,51,data/cam8/cam8_20260107_094455.jpg
cam1,2026-01-07 16:49:27,50,30,0,3,83,data/cam1/cam1_20260107_094927.jpg
cam2,2026-01-07 16:49:28,15,4,0,0,19,data/cam2/cam2_20260107_094928.jpg
cam3,2026-01-07 16:49:28,36,9,1,0,46,data/cam3/cam3_20260107_094928.jpg
cam4,2026-01-07 16:49:29,52,15,0,1,68,data/cam4/cam4_20260107_094929.jpg
cam5,2026-01-07 16:49:29,46,29,0,3,78,data/cam5/cam5_20260107_094929.jpg
cam6,2026-01-07 16:49:30,100,8,0,0,108,data/cam6/cam6_20260107_094930.jpg
cam7,2026-01-07 16:49:30,44,20,1,1,66,data/cam7/cam7_20260107_094930.jpg
cam8,2026-01-07 16:49:31,32,26,0,2,60,data/cam8/cam8_20260107_094931.jpg
cam1,2026-01-07 16:54:27,45,30,0,1,76,data/cam1/cam1_20260107_095427.jpg
cam2,2026-01-07 16:54:28,22,2,0,0,24,data/cam2/cam2_20260107_095428.jpg
cam3,2026-01-07 16:54:29,46,4,2,0,52,data/cam3/cam3_20260107_095429.jpg
cam4,2026-01-07 16:54:29,60,5,1,0,66,data/cam4/cam4_20260107_095429.jpg
cam5,2026-01-07 16:54:30,58,38,1,2,99,data/cam5/cam5_20260107_095430.jpg
cam6,2026-01-07 16:54:30,54,5,1,0,60,data/cam6/cam6_20260107_095430.jpg
cam7,2026-01-07 16:54:32,47,9,1,1,58,data/cam7/cam7_20260107_095432.jpg
cam8,2026-01-07 16:54:33,48,14,0,1,63,data/cam8/cam8_20260107_095433.jpg
cam1,2026-01-07 16:59:27,70,39,2,3,114,data/cam1/cam1_20260107_095927.jpg
cam2,2026-01-07 16:59:28,53,11,0,0,64,data/cam2/cam2_20260107_095928.jpg
cam3,2026-01-07 16:59:28,46,6,1,1,54,data/cam3/cam3_20260107_095928.jpg
cam4,2026-01-07 16:59:29,76,11,0,0,87,data/cam4/cam4_20260107_095929.jpg
cam5,2026-01-07 16:59:29,47,10,0,1,58,data/cam5/cam5_20260107_095929.jpg
cam6,2026-01-07 16:59:30,54,2,0,1,57,data/cam6/cam6_20260107_095930.jpg
cam7,2026-01-07 16:59:30,38,9,1,0,48,data/cam7/cam7_20260107_095930.jpg
cam8,2026-01-07 16:59:31,61,11,1,0,73,data/cam8/cam8_20260107_095931.jpg
cam1,2026-01-07 17:04:27,94,38,1,1,134,data/cam1/cam1_20260107_100427.jpg
cam2,2026-01-07 17:04:28,51,11,0,2,64,data/cam2/cam2_20260107_100428.jpg
cam3,2026-01-07 17:04:28,48,8,1,0,57,data/cam3/cam3_20260107_100428.jpg
cam4,2026-01-07 17:04:29,68,15,0,0,83,data/cam4/cam4_20260107_100429.jpg
cam5,2026-01-07 17:04:29,46,32,0,0,78,data/cam5/cam5_20260107_100429.jpg
cam6,2026-01-07 17:04:30,56,6,0,0,62,data/cam6/cam6_20260107_100430.jpg
cam7,2026-01-07 17:04:30,53,3,0,0,56,data/cam7/cam7_20260107_100430.jpg
cam8,2026-01-07 17:04:30,36,25,0,1,62,data/cam8/cam8_20260107_100430.jpg
cam1,2026-01-07 17:09:27,57,39,1,1,98,data/cam1/cam1_20260107_100927.jpg
cam2,2026-01-07 17:09:28,38,5,0,0,43,data/cam2/cam2_20260107_100928.jpg
cam3,2026-01-07 17:09:28,48,10,1,2,61,data/cam3/cam3_20260107_100928.jpg
cam4,2026-01-07 17:09:29,56,10,1,0,67,data/cam4/cam4_20260107_100929.jpg
cam5,2026-01-07 17:09:29,39,29,0,0,68,data/cam5/cam5_20260107_100929.jpg
cam6,2026-01-07 17:09:30,35,9,0,0,44,data/cam6/cam6_20260107_100930.jpg
cam7,2026-01-07 17:09:30,59,8,0,0,67,data/cam7/cam7_20260107_100930.jpg
cam8,2026-01-07 17:09:31,20,15,1,0,36,data/cam8/cam8_20260107_100931.jpg
cam1,2026-01-07 17:14:27,69,18,0,4,91,data/cam1/cam1_20260107_101427.jpg
cam2,2026-01-07 17:14:28,19,1,0,0,20,data/cam2/cam2_20260107_101428.jpg
cam3,2026-01-07 17:14:28,41,9,1,2,53,data/cam3/cam3_20260107_101428.jpg
cam4,2026-01-07 17:14:29,52,14,0,1,67,data/cam4/cam4_20260107_101429.jpg
cam5,2026-01-07 17:14:29,56,33,0,0,89,data/cam5/cam5_20260107_101429.jpg
cam6,2026-01-07 17:14:30,66,4,0,1,71,data/cam6/cam6_20260107_101430.jpg
cam7,2026-01-07 17:14:30,58,11,0,0,69,data/cam7/cam7_20260107_101430.jpg
cam8,2026-01-07 17:14:31,51,11,0,2,64,data/cam8/cam8_20260107_101431.jpg
cam2,2026-01-07 17:19:40,48,5,0,0,53,data/cam2/cam2_20260107_101940.jpg
cam3,2026-01-07 17:19:40,42,9,2,1,54,data/cam3/cam3_20260107_101940.jpg
cam4,2026-01-07 17:19:41,45,11,0,4,60,data/cam4/cam4_20260107_101941.jpg
cam5,2026-01-07 17:19:41,42,21,1,4,68,data/cam5/cam5_20260107_101941.jpg
cam6,2026-01-07 17:19:42,41,1,3,4,49,data/cam6/cam6_20260107_101942.jpg
cam7,2026-01-07 17:19:43,15,11,0,1,27,data/cam7/cam7_20260107_101943.jpg
cam8,2026-01-07 17:19:43,51,17,0,1,69,data/cam8/cam8_20260107_101943.jpg
cam1,2026-01-07 17:24:27,53,29,0,1,83,data/cam1/cam1_20260107_102427.jpg
cam2,2026-01-07 17:24:28,26,7,0,1,34,data/cam2/cam2_20260107_102428.jpg
cam3,2026-01-07 17:24:28,43,13,1,0,57,data/cam3/cam3_20260107_102428.jpg
cam4,2026-01-07 17:24:29,57,11,0,1,69,data/cam4/cam4_20260107_102429.jpg
cam5,2026-01-07 17:24:29,57,23,1,3,84,data/cam5/cam5_20260107_102429.jpg
cam6,2026-01-07 17:24:30,60,5,0,1,66,data/cam6/cam6_20260107_102430.jpg
cam7,2026-01-07 17:24:31,42,13,2,1,58,data/cam7/cam7_20260107_102431.jpg
cam8,2026-01-07 17:24:31,47,7,3,3,60,data/cam8/cam8_20260107_102431.jpg
cam1,2026-01-07 17:29:27,57,50,1,1,109,data/cam1/cam1_20260107_102927.jpg
cam2,2026-01-07 17:29:28,22,5,0,1,28,data/cam2/cam2_20260107_102928.jpg
cam3,2026-01-07 17:29:28,34,13,3,1,51,data/cam3/cam3_20260107_102928.jpg
cam4,2026-01-07 17:29:29,51,8,0,3,62,data/cam4/cam4_20260107_102929.jpg
cam5,2026-01-07 17:29:29,52,45,0,2,99,data/cam5/cam5_20260107_102929.jpg
cam6,2026-01-07 17:29:30,64,7,1,0,72,data/cam6/cam6_20260107_102930.jpg
cam7,2026-01-07 17:29:30,34,18,0,4,56,data/cam7/cam7_20260107_102930.jpg
cam8,2026-01-07 17:29:31,47,14,0,2,63,data/cam8/cam8_20260107_102931.jpg
cam1,2026-01-07 17:34:27,32,33,0,1,66,data/cam1/cam1_20260107_103427.jpg
cam2,2026-01-07 17:34:28,32,4,0,3,39,data/cam2/cam2_20260107_103428.jpg
cam3,2026-01-07 17:34:28,42,13,2,2,59,data/cam3/cam3_20260107_103428.jpg
cam4,2026-01-07 17:34:29,67,9,0,0,76,data/cam4/cam4_20260107_103429.jpg
cam5,2026-01-07 17:34:29,75,18,0,2,95,data/cam5/cam5_20260107_103429.jpg
cam6,2026-01-07 17:34:30,47,7,0,1,55,data/cam6/cam6_20260107_103430.jpg
cam7,2026-01-07 17:34:30,17,4,1,2,24,data/cam7/cam7_20260107_103430.jpg
cam8,2026-01-07 17:34:31,79,16,0,1,96,data/cam8/cam8_20260107_103431.jpg
cam1,2026-01-07 17:39:27,68,39,0,2,109,data/cam1/cam1_20260107_103927.jpg
cam2,2026-01-07 17:39:28,60,4,0,1,65,data/cam2/cam2_20260107_103928.jpg
cam3,2026-01-07 17:39:29,36,20,1,0,57,data/cam3/cam3_20260107_103929.jpg
cam4,2026-01-07 17:39:29,55,11,0,1,67,data/cam4/cam4_20260107_103929.jpg
cam5,2026-01-07 17:39:30,46,22,0,0,68,data/cam5/cam5_20260107_103930.jpg
cam6,2026-01-07 17:39:30,45,4,0,0,49,data/cam6/cam6_20260107_103930.jpg
cam7,2026-01-07 17:39:31,37,18,0,0,55,data/cam7/cam7_20260107_103931.jpg
cam8,2026-01-07 17:39:31,48,8,0,0,56,data/cam8/cam8_20260107_103931.jpg
cam1,2026-01-07 17:44:27,59,37,0,1,97,data/cam1/cam1_20260107_104427.jpg
cam2,2026-01-07 17:44:28,50,5,0,0,55,data/cam2/cam2_20260107_104428.jpg
cam3,2026-01-07 17:44:28,41,6,3,2,52,data/cam3/cam3_20260107_104428.jpg
cam4,2026-01-07 17:44:29,52,8,0,1,61,data/cam4/cam4_20260107_104429.jpg
cam5,2026-01-07 17:44:29,85,17,0,2,104,data/cam5/cam5_20260107_104429.jpg
cam6,2026-01-07 17:44:30,46,4,0,0,50,data/cam6/cam6_20260107_104430.jpg
cam7,2026-01-07 17:44:30,28,12,0,3,43,data/cam7/cam7_20260107_104430.jpg
cam8,2026-01-07 17:44:31,52,19,0,0,71,data/cam8/cam8_20260107_104431.jpg
cam1,2026-01-07 17:49:27,37,33,0,2,72,data/cam1/cam1_20260107_104927.jpg
cam2,2026-01-07 17:49:28,29,0,0,1,30,data/cam2/cam2_20260107_104928.jpg
cam3,2026-01-07 17:49:28,29,17,2,0,48,data/cam3/cam3_20260107_104928.jpg
cam4,2026-01-07 17:49:29,63,10,1,1,75,data/cam4/cam4_20260107_104929.jpg
cam5,2026-01-07 17:49:29,26,21,0,3,50,data/cam5/cam5_20260107_104929.jpg
cam6,2026-01-07 17:49:29,68,4,0,0,72,data/cam6/cam6_20260107_104929.jpg
cam7,2026-01-07 17:49:30,22,10,0,0,32,data/cam7/cam7_20260107_104930.jpg
cam8,2026-01-07 17:49:31,39,21,0,1,61,data/cam8/cam8_20260107_104931.jpg
cam1,2026-01-07 17:54:27,40,36,0,8,84,data/cam1/cam1_20260107_105427.jpg
cam2,2026-01-07 17:54:28,30,4,0,1,35,data/cam2/cam2_20260107_105428.jpg
cam3,2026-01-07 17:54:28,43,14,0,2,59,data/cam3/cam3_20260107_105428.jpg
cam4,2026-01-07 17:54:29,40,9,1,1,51,data/cam4/cam4_20260107_105429.jpg
cam5,2026-01-07 17:54:29,40,23,0,1,64,data/cam5/cam5_20260107_105429.jpg
cam6,2026-01-07 17:54:30,36,7,0,1,44,data/cam6/cam6_20260107_105430.jpg
cam7,2026-01-07 17:54:30,53,8,0,0,61,data/cam7/cam7_20260107_105430.jpg
cam8,2026-01-07 17:54:30,30,6,1,2,39,data/cam8/cam8_20260107_105430.jpg
cam1,2026-01-07 17:59:27,47,28,1,3,79,data/cam1/cam1_20260107_105927.jpg
cam2,2026-01-07 17:59:28,46,7,0,0,53,data/cam2/cam2_20260107_105928.jpg
cam3,2026-01-07 17:59:28,35,4,0,1,40,data/cam3/cam3_20260107_105928.jpg
cam4,2026-01-07 17:59:29,53,7,0,1,61,data/cam4/cam4_20260107_105929.jpg
cam5,2026-01-07 17:59:30,40,27,0,1,68,data/cam5/cam5_20260107_105930.jpg
cam6,2026-01-07 17:59:30,56,4,0,1,61,data/cam6/cam6_20260107_105930.jpg
cam7,2026-01-07 17:59:30,23,8,0,3,34,data/cam7/cam7_20260107_105930.jpg
cam8,2026-01-07 17:59:31,52,11,0,0,63,data/cam8/cam8_20260107_105931.jpg
cam1,2026-01-07 18:04:27,33,19,1,0,53,data/cam1/cam1_20260107_110427.jpg
cam2,2026-01-07 18:04:28,41,9,0,0,50,data/cam2/cam2_20260107_110428.jpg
cam3,2026-01-07 18:04:28,47,5,1,0,53,data/cam3/cam3_20260107_110428.jpg
cam4,2026-01-07 18:04:29,52,7,0,1,60,data/cam4/cam4_20260107_110429.jpg
cam5,2026-01-07 18:04:29,35,15,0,1,51,data/cam5/cam5_20260107_110429.jpg
cam6,2026-01-07 18:04:30,54,4,0,0,58,data/cam6/cam6_20260107_110430.jpg
cam7,2026-01-07 18:04:30,43,8,0,0,51,data/cam7/cam7_20260107_110430.jpg
cam8,2026-01-07 18:04:31,34,12,0,2,48,data/cam8/cam8_20260107_110431.jpg
